STU_ID,SCH_ID,F3ERN2011,F3C02,F3EVRGED,F3EVERDO,BYMOTHED,BYS14,BYRACE,BYP61,F3ATTAINMENT,BYTXCSTD,BYSES1,F3JUNEDSTAT,F3REGION,F3B35
250204,2502,16000,20,0,0,2,2,3,1,3,33.19,-0.73,3,3,1
250205,2502,29000,40,0,0,2,2,3,-4,3,42.6,-0.15,1,3,0
250206,2502,-4,-4,0,0,1,1,7,0,-4,28.89,-0.91,-4,-4,-4
250208,2502,-4,-4,0,0,6,2,3,1,-4,35.77,-0.84,-4,-4,-4
250209,2502,4000,40,0,0,1,1,3,-9,2,36.38,-1.69,4,3,0
250210,2502,30000,40,0,0,4,2,7,0,6,58.16,0.24,3,3,0
250211,2502,-4,-4,0,0,3,2,7,-4,-4,53.73,-0.68,-4,-4,-4
250212,2502,-4,-4,0,0,2,1,7,0,-4,58.67,-0.44,-4,-4,-4
250213,2502,0,-3,0,0,2,2,3,-3,6,50.37,-0.5,1,3,-3
250214,2502,26000,50,0,0,6,2,7,0,4,49.51,0.51,1,3,1
250215,2502,20000,60,0,0,3,1,3,1,4,27.15,-0.68,3,3,0
250216,2502,30000,80,0,0,3,1,5,-4,3,38.92,0.12,3,3,0
250217,2502,30000,40,0,0,2,2,7,0,5,53.5,-0.42,3,3,1
250218,2502,38000,45,0,0,4,1,7,0,6,54.65,-0.65,3,3,1
250301,2503,-8,-8,0,0,8,1,7,-4,-8,38.88,1.42,-8,-8,-8
250302,2503,15000,45,1,1,5,1,6,1,3,56.67,0.21,3,3,1
250303,2503,17000,-7,0,0,5,1,7,0,4,66.07,-0.07,2,3,-7
250304,2503,-4,-4,0,0,7,2,7,-4,-4,40.38,0.37,-4,-4,-4
250305,2503,70000,40,0,0,7,1,7,0,6,50.97,0.92,3,3,1
250307,2503,22000,30,0,0,3,1,7,0,2,56.22,0.56,4,4,1
250308,2503,12500,40,0,0,1,2,7,-4,6,55.03,-0.85,3,3,-3
250309,2503,-4,-4,0,0,1,2,7,0,-4,53.09,-0.26,-4,-4,-4
250310,2503,21000,40,0,0,2,2,7,0,3,52.34,-0.33,3,3,0
250311,2503,2000,8,0,0,6,1,7,0,3,39.51,0.3,3,3,1
250312,2503,1200,30,0,0,3,2,7,1,5,57.27,-0.3,3,3,1
250313,2503,35000,38,0,0,5,2,7,0,6,66.52,-0.47,3,3,1
250316,2503,-4,-4,0,0,3,1,7,1,-4,27.55,-0.37,-4,-4,-4
250317,2503,30000,40,0,0,3,1,7,0,4,53.26,0.3,3,3,1
250318,2503,54000,60,0,0,2,1,7,-4,3,47.99,-0.91,3,3,0
250319,2503,-4,-4,0,0,2,2,7,1,-4,36.59,-0.75,-4,-4,-4
250320,2503,-8,-8,0,0,6,1,7,1,-8,46.64,-0.04,-8,-8,-8
250321,2503,-4,-4,0,0,2,1,7,1,-4,55.71,0.01,-4,-4,-4
250322,2503,-4,-4,0,0,4,2,7,-4,-4,58.45,-0.37,-4,-4,-4
250323,2503,0,-3,0,0,2,2,7,-4,3,47.49,-0.13,3,3,-3
250324,2503,-4,-4,0,0,2,2,7,0,-4,55.35,-0.61,-4,-4,-4
250325,2503,0,-3,0,0,2,2,7,1,3,57.7,-0.68,3,3,-3
250326,2503,60000,80,0,0,2,1,7,1,6,51.89,0.11,3,3,0
250327,2503,-4,-4,0,0,2,1,7,1,-4,66.58,0.27,-4,-4,-4
250328,2503,0,-3,0,0,5,2,7,0,3,34.14,-0.4,1,3,-3
250329,2503,2000,35,0,0,2,2,6,-1,4,49.79,0.01,3,3,1
250331,2503,11000,45,0,0,6,2,7,0,5,57.18,0.24,3,3,0
250361,2503,-8,-8,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8
251101,2511,50000,50,0,0,3,2,7,0,4,40.75,0.48,3,4,0
251105,2511,45000,40,0,0,-4,-4,-4,-4,2,45.21,-4,4,4,0
251107,2511,26000,36,0,0,1,2,5,1,8,48.41,-1.62,3,4,0
251109,2511,26000,40,0,0,2,1,5,0,4,43.54,-0.97,3,4,1
251111,2511,62000,-7,0,0,-4,-4,-4,-4,5,46.45,-4,3,4,-7
251113,2511,30000,40,0,0,2,2,4,0,3,47.71,-0.29,3,4,0
251115,2511,0,-3,0,0,7,1,7,0,6,62.71,1.22,1,2,-3
251116,2511,19000,40,0,0,-4,-4,-4,-4,4,49.36,-4,3,4,0
251118,2511,0,-3,0,0,3,2,4,0,6,48.68,-0.39,3,4,-3
251119,2511,6000,30,0,0,5,2,7,0,3,57.99,0.37,3,4,0
251120,2511,-8,-8,0,0,1,2,5,0,-8,41.72,-0.76,-8,-8,-8
251124,2511,-8,-8,0,0,1,1,7,1,-8,54.85,-0.86,-8,-8,-8
251125,2511,1500,15,0,1,1,1,4,0,3,40.77,-0.93,2,4,0
251126,2511,500,40,0,0,6,1,7,0,6,59.08,1.18,3,4,0
251129,2511,60000,60,0,0,2,2,5,1,5,43.95,-0.4,1,4,1
251130,2511,38000,40,1,1,6,2,6,0,4,41.1,0.71,3,4,1
251131,2511,120000,3,0,0,7,1,3,0,6,59.58,1.24,2,4,0
251132,2511,25000,40,0,0,5,1,4,0,6,47.73,-0.23,3,4,0
251133,2511,18000,45,0,0,6,2,4,0,6,49.37,1.11,3,4,0
251161,2511,-4,-4,0,0,-8,-8,-8,-8,-4,-8,-8,-4,-4,-4
251201,2512,27000,35,0,0,5,1,7,0,3,49.46,0.18,3,3,0
251202,2512,10000,30,0,0,5,2,5,0,6,60.71,0.85,3,1,1
251203,2512,26000,35,0,0,6,2,6,-4,3,59.56,0.74,1,4,0
251204,2512,12000,1,0,0,7,2,7,0,3,48.98,1.52,2,1,0
251205,2512,32000,40,0,0,7,1,7,0,6,61.07,1.15,3,4,1
251206,2512,40000,60,0,0,5,2,5,-7,6,42.71,0.34,3,1,1
251207,2512,22000,35,0,0,5,2,7,0,3,52.04,0.62,3,2,1
251208,2512,20000,35,0,0,2,1,7,0,8,65.66,0.85,3,4,1
251209,2512,7000,25,0,0,5,2,6,1,3,46.72,-0.24,1,4,0
251210,2512,15000,40,0,0,6,2,7,1,6,48.15,1.06,3,4,0
251211,2512,14000,28,0,0,4,1,5,1,3,45.3,-0.45,3,4,1
251212,2512,0,-3,0,1,6,1,7,0,3,66.59,0.37,3,4,-3
251213,2512,25000,40,0,0,7,1,5,0,6,55.79,0.98,3,4,0
251214,2512,32000,40,0,0,6,2,6,-9,4,53.04,0.5,3,4,1
251215,2512,40000,40,0,0,3,2,7,1,6,56.41,0.43,3,4,1
251216,2512,38000,40,0,0,5,2,5,1,4,53.75,0.24,1,4,1
251217,2512,12000,30,1,1,6,2,5,1,3,47.01,0.31,3,4,0
251218,2512,-4,-4,0,0,6,1,7,1,-4,61.59,0.98,-4,-4,-4
251219,2512,25000,60,0,0,7,2,7,0,4,47.88,1.19,3,4,1
251220,2512,25000,-9,0,0,5,2,5,0,6,59.13,0.01,3,4,1
251221,2512,14000,52,0,0,2,2,5,0,5,55.68,-0.16,3,4,0
251222,2512,-4,-4,0,0,2,2,7,-4,-4,47.54,-0.3,-4,-4,-4
251223,2512,0,-3,0,0,4,1,6,1,3,68.18,-0.39,1,4,-3
251224,2512,5500,38,0,0,7,2,7,-4,3,55.14,0.42,3,4,0
251225,2512,40000,40,0,0,2,2,5,0,6,50.9,0.26,1,4,0
251226,2512,8000,40,0,0,-4,-4,-4,-4,3,56.37,-4,3,4,0
251227,2512,22000,40,0,0,5,1,7,0,3,50.43,0.6,3,4,0
251228,2512,50000,45,0,0,4,2,7,1,6,55.52,0.74,3,4,1
252101,2521,24000,50,0,0,-4,-4,-4,-4,5,48.01,-4,3,4,1
252103,2521,50000,40,0,0,7,1,7,0,6,57.47,1.35,3,4,0
252104,2521,-4,-4,1,1,2,2,7,-4,-4,42.28,-0.34,-4,-4,-4
252105,2521,25000,40,0,0,6,2,5,1,3,46.05,1.13,3,4,1
252106,2521,50000,30,0,0,3,1,7,0,6,59.58,0.43,3,4,1
252107,2521,23000,-9,0,1,5,1,7,-7,3,65.35,0.85,3,4,0
252108,2521,-4,-4,0,0,6,2,7,0,-4,67.18,1.02,-4,-4,-4
252109,2521,48000,50,0,0,2,1,2,-4,6,55.97,-0.72,3,4,1
252110,2521,2000,20,0,0,6,2,7,0,8,58.84,1.13,3,4,1
252111,2521,0,45,0,0,6,1,2,0,8,69.6,0.91,1,4,0
252112,2521,-4,-4,0,0,2,1,7,0,-4,66.72,0.01,-4,-4,-4
252113,2521,41000,50,0,0,2,1,7,0,3,53.03,0.38,3,4,1
252115,2521,27000,60,0,0,8,2,7,1,6,65.13,1.43,3,4,0
252116,2521,60000,45,0,0,3,1,7,0,3,59.16,0.78,1,4,1
252117,2521,17000,50,0,0,4,1,7,1,6,64.45,0.49,3,4,1
252118,2521,40000,30,0,0,5,1,7,0,6,73.4,0.9,3,4,1
252119,2521,27000,75,0,0,7,1,7,0,6,58.35,0.98,1,4,1
252161,2521,50000,40,0,0,-8,-8,-8,-8,6,-8,-8,1,3,1
252162,2521,22000,40,0,0,-8,-8,-8,-8,3,-8,-8,1,4,1
252201,2522,20000,35,0,0,7,1,7,0,6,58.25,1.37,3,4,0
252202,2522,1200,16,0,0,2,2,1,1,3,42.06,-0.6,3,4,0
252204,2522,-4,-4,0,0,2,2,7,0,-4,49.67,0.53,-4,-4,-4
252205,2522,38000,28,0,0,6,1,7,0,3,58.07,0.26,3,4,0
252206,2522,30000,40,0,0,3,2,5,1,4,49.5,0.16,1,4,0
252207,2522,15000,35,1,1,2,1,3,1,3,49.5,-0.22,3,4,0
252208,2522,70000,35,0,0,2,2,5,0,3,54.77,0.15,3,4,1
252210,2522,37000,60,0,0,6,2,7,1,6,45.51,0.63,3,4,0
252211,2522,22000,40,0,0,1,1,7,1,3,49.71,0.27,1,4,0
252212,2522,0,-3,0,0,2,2,7,1,3,28.03,0.56,3,4,-3
252213,2522,-4,-4,0,0,1,1,7,0,-4,37.49,-0.29,-4,-4,-4
252214,2522,855,28,0,0,8,2,2,0,6,52.8,1.4,3,4,1
252215,2522,45000,15,0,0,6,1,7,0,8,65.51,1.05,1,2,0
252216,2522,-4,-4,0,0,5,2,7,-4,-4,53.08,0.89,-4,-4,-4
252217,2522,12000,35,0,0,7,1,7,0,6,50.31,1.14,3,4,1
252218,2522,35000,40,0,0,6,1,5,0,3,71.11,0.89,3,4,0
252219,2522,21000,40,0,0,6,2,7,0,6,52.71,0.89,3,4,0
252220,2522,30000,55,0,0,2,1,7,1,3,46.81,0.11,3,4,1
252221,2522,50000,50,0,1,2,2,7,1,6,55.53,0.15,3,3,1
252222,2522,16000,-7,0,0,2,2,2,-7,6,48.98,-0.66,3,3,-7
252224,2522,12000,40,0,0,4,2,7,0,3,42.73,0,1,4,0
252225,2522,15000,40,0,0,3,1,7,-7,3,34.22,-0.14,3,4,0
253101,2531,37000,40,0,0,-4,-4,-4,-4,7,56.09,-4,1,4,1
253102,2531,9000,20,0,0,8,1,5,1,5,45.86,0.98,1,4,-3
253103,2531,24000,-7,0,0,4,2,2,0,4,31.07,-0.83,3,4,-7
253104,2531,-4,-4,0,1,2,2,2,0,-4,47.86,-1.37,-4,-4,-4
253106,2531,1000,30,0,0,7,1,7,1,2,26.4,0.61,4,4,1
253107,2531,6000,45,0,1,3,1,3,-4,3,47.18,-0.16,3,4,1
253108,2531,34000,70,0,0,2,2,7,-7,2,47.05,-0.33,4,4,1
253109,2531,8000,40,0,0,6,1,3,0,3,33.83,1.2,1,1,0
253110,2531,30000,-7,0,0,1,1,4,0,3,38.79,-1.09,3,4,-7
253111,2531,-8,-8,0,1,1,1,5,-4,-8,26.58,-0.16,-8,-8,-8
253112,2531,-4,-4,0,0,1,1,5,0,-4,45.84,-1.26,-4,-4,-4
253113,2531,46000,40,0,0,3,1,3,1,4,33.73,-0.38,3,4,1
253114,2531,43000,-7,0,0,1,2,5,0,3,45.1,-0.99,3,3,-7
253115,2531,75000,40,0,0,1,1,4,0,4,38.4,-0.85,3,4,0
253116,2531,-4,-4,0,0,2,1,5,0,-4,38.59,-0.26,-4,-4,-4
253117,2531,16000,40,0,0,5,1,7,0,3,49.34,0.5,3,4,0
253118,2531,40000,-7,1,1,4,1,5,0,5,28.56,-0.21,3,4,-7
253119,2531,80000,35,0,1,1,1,5,0,2,25.74,-0.8,4,4,1
253120,2531,16000,40,0,0,5,2,5,0,3,28.85,-0.52,3,4,0
253121,2531,-4,-4,0,0,1,2,5,-4,-4,34.64,-1.31,-4,-4,-4
253122,2531,8000,40,0,0,4,1,7,-4,3,47.58,0.09,3,4,0
253123,2531,100,20,0,0,3,2,7,1,2,33.41,0.84,4,4,0
253161,2531,34000,-9,0,0,-8,-8,-8,-8,2,-8,-8,4,-9,-9
253162,2531,-4,-4,0,0,-8,-8,-8,-8,-4,-8,-8,-4,-4,-4
253201,2532,15000,40,0,0,3,1,7,0,6,60.76,-0.16,3,4,0
253203,2532,-4,-4,0,0,5,1,7,1,-4,42.17,0.27,-4,-4,-4
253204,2532,29000,-7,0,0,2,1,7,0,4,55.65,-0.24,3,4,-7
253205,2532,1500,60,0,0,3,1,4,-4,2,36.31,-0.19,4,4,0
253206,2532,-4,-4,0,0,2,2,7,1,-4,53.07,-1.2,-4,-4,-4
253207,2532,23000,35,1,1,2,1,5,1,3,52.13,-0.43,3,4,0
253208,2532,17000,30,0,0,7,1,6,0,3,56.99,1.19,1,4,0
253209,2532,14000,40,0,0,6,1,7,1,2,40.13,-0.18,4,4,1
253210,2532,80000,55,0,0,6,1,7,0,4,55.78,0.48,3,4,1
253211,2532,0,-3,0,0,6,2,7,1,3,57.27,0.6,1,4,-3
253212,2532,29000,45,0,0,6,2,7,0,8,66.25,1.29,3,4,1
253214,2532,-4,-4,0,0,1,2,7,-4,-4,27.9,-0.89,-4,-4,-4
253215,2532,4000,35,1,1,1,2,7,-4,3,43.63,-1.12,3,4,1
253216,2532,36000,60,0,1,5,1,7,1,1,47.83,-0.37,4,4,0
253217,2532,12500,20,0,0,7,2,7,0,6,48.06,1.54,3,4,0
253218,2532,0,-3,0,0,-4,-4,-4,-4,6,54.58,-4,2,2,-3
253219,2532,10000,40,0,0,4,2,7,0,3,44.49,0.12,3,4,0
253220,2532,4000,52,0,0,6,2,7,-4,3,35.78,0.78,1,4,0
253222,2532,-4,-4,1,1,1,1,5,1,-4,47.26,-0.29,-4,-4,-4
253223,2532,5000,1,0,0,5,1,4,1,3,43.9,-0.21,3,4,0
253224,2532,20000,40,0,0,7,2,7,0,6,62.99,1.38,3,4,1
253225,2532,-8,-8,0,1,1,1,7,0,-8,39.3,-0.78,-8,-8,-8
253226,2532,18000,40,0,0,6,2,7,1,2,45.54,0.17,4,4,0
253227,2532,25000,40,0,0,6,1,7,0,5,55.57,0.96,3,4,1
253261,2532,1500,48,0,1,-8,-8,-8,-8,1,-8,-8,4,4,0
254101,2541,15000,50,0,0,7,2,5,-4,6,44.77,-0.01,3,4,0
254102,2541,34000,-7,0,0,2,1,2,0,2,53.33,-0.09,4,4,-7
254103,2541,44000,-7,0,0,4,2,6,-9,4,48.91,0.05,3,4,-7
254104,2541,2000,40,0,0,2,2,7,1,2,43.99,-0.52,4,4,0
254105,2541,41000,40,0,0,6,2,7,0,3,44.03,0.7,1,4,1
254106,2541,25000,40,0,0,6,1,7,0,3,56.47,0.8,3,4,0
254107,2541,13000,30,0,0,4,2,7,0,2,53.88,0.8,4,4,0
254108,2541,40000,55,0,0,8,1,7,1,3,62.41,1.56,3,4,0
254109,2541,22000,40,0,0,6,1,7,0,4,52.18,0.15,1,4,0
254110,2541,20000,-7,0,0,5,1,7,0,3,47.45,-0.05,3,4,-7
254111,2541,0,-3,0,0,2,1,7,0,2,50.24,-0.28,4,1,-3
254112,2541,12000,-3,0,0,5,1,6,-7,6,55.34,-0.42,3,4,1
254113,2541,25000,40,0,0,5,2,7,0,4,55.11,0,3,4,1
254114,2541,0,-3,0,0,6,2,7,0,3,51.32,0.79,1,4,-3
254116,2541,27000,40,0,0,5,2,7,1,3,50.01,0.37,3,4,0
254201,2542,-4,-4,0,1,2,1,7,-4,-4,48.2,0.24,-4,-4,-4
254202,2542,2000,25,0,0,3,1,7,0,3,60.32,-0.41,3,4,-3
254203,2542,3500,30,0,0,2,2,7,0,3,43.32,-1.33,3,2,-3
254204,2542,5000,40,0,1,2,1,4,-4,3,45.53,-0.64,3,4,0
254205,2542,-4,-4,0,0,1,1,4,0,-4,42.98,-0.89,-4,-4,-4
254206,2542,0,-3,0,1,2,2,7,1,1,42.75,0.28,4,4,-3
254207,2542,-4,-4,0,0,2,1,5,0,-4,45.43,-0.41,-4,-4,-4
254208,2542,-4,-4,0,0,2,2,3,0,-4,45.6,-0.09,-4,-4,-4
254211,2542,-4,-4,0,0,4,2,6,1,-4,54.13,0.61,-4,-4,-4
254212,2542,0,-3,0,1,3,2,5,0,1,36.04,0.2,4,4,-3
254213,2542,-4,-4,0,0,6,1,2,0,-4,35.17,-0.15,-4,-4,-4
254214,2542,4000,38,0,0,1,2,7,0,2,42.59,-0.65,4,4,0
254216,2542,-8,-8,0,0,6,-9,6,1,-8,55.69,0.18,-8,-8,-8
254218,2542,-4,-4,0,1,3,1,2,-4,-4,63.02,0.37,-4,-4,-4
254219,2542,20000,-7,0,0,1,2,5,0,3,36.97,-1.09,3,4,-7
254220,2542,36000,40,0,0,6,1,6,0,6,60.78,-0.18,3,4,1
254221,2542,1000,18,0,0,5,2,2,-7,6,54.27,-0.48,3,4,0
254222,2542,75000,-7,0,0,5,2,3,-4,3,31.04,-0.38,-9,4,-7
254224,2542,-4,-4,0,0,1,2,4,-3,-4,51.23,-1.42,-4,-4,-4
254226,2542,16000,38,0,0,1,2,4,0,2,53.03,-0.87,4,4,0
254227,2542,37000,65,1,1,2,1,7,-4,2,41.03,0.05,4,4,0
254228,2542,32000,60,0,0,1,1,7,1,3,65.29,-0.06,1,4,1
254229,2542,0,-3,0,0,2,2,5,0,3,43.78,-1.02,3,4,-3
254232,2542,-4,-4,1,1,1,1,5,0,-4,36.88,-1.44,-4,-4,-4
255101,2551,40000,30,0,1,1,2,5,1,6,56.15,-1.24,3,4,0
255102,2551,12000,20,0,0,5,2,7,0,6,62.04,0.18,1,3,0
255103,2551,0,-3,0,1,1,2,5,-4,3,42.22,-0.64,1,3,-3
255104,2551,22000,40,0,0,3,2,4,-4,3,50.2,0.15,2,4,0
255105,2551,46000,20,0,1,2,2,5,0,6,58.42,-0.04,3,4,0
255106,2551,38000,38,0,0,2,2,5,1,5,44.16,-0.39,3,4,0
255108,2551,25000,40,0,0,2,1,5,0,3,39.51,-0.86,3,4,1
255109,2551,34000,-7,0,0,2,2,4,1,2,49.6,0.08,4,4,-7
255110,2551,16000,30,1,1,7,1,5,-4,3,45.39,1.22,1,4,1
255111,2551,-4,-4,1,1,2,1,5,-4,-4,43.68,-0.69,-4,-4,-4
255112,2551,0,40,1,1,6,1,5,0,5,52.01,0.73,1,4,1
255113,2551,-4,-4,0,0,6,2,4,-7,-4,39.23,0.24,-4,-4,-4
255115,2551,3000,20,0,0,4,1,4,1,8,52.58,0.85,3,4,0
255116,2551,24000,40,0,0,6,2,7,0,3,40.28,0.72,1,4,0
255118,2551,30000,30,0,0,2,2,4,-4,5,54.07,-0.35,3,3,0
255119,2551,25000,40,0,0,8,1,7,-4,5,41.84,1.63,1,4,0
255120,2551,21000,40,0,0,7,2,7,1,8,44.06,1.21,3,4,0
255121,2551,68000,20,0,0,6,1,7,1,3,52.23,0.11,2,4,1
255122,2551,-4,-4,0,0,5,1,7,0,-4,55.89,-0.41,-4,-4,-4
255123,2551,-4,-4,0,0,3,2,4,0,-4,38.02,0.44,-4,-4,-4
255124,2551,48000,45,0,0,3,1,4,0,5,50.6,0.08,3,4,1
255125,2551,43000,80,0,0,5,2,5,1,4,40.37,0.73,3,4,0
255126,2551,12000,35,0,0,7,1,7,0,2,43.19,1.28,4,4,0
255127,2551,500,12,0,1,2,1,4,0,1,33.98,-0.1,4,4,1
255201,2552,22000,28,0,0,5,2,6,0,6,56.52,0.12,3,4,0
255202,2552,60000,40,0,0,6,1,7,1,6,67.22,0.51,3,4,0
255203,2552,0,10,0,0,6,2,7,0,6,44.36,1.06,1,4,0
255204,2552,-4,-4,0,0,7,1,2,1,-4,73.47,1,-4,-4,-4
255205,2552,-4,-4,0,1,3,1,5,0,-4,39.87,0.19,-4,-4,-4
255206,2552,20000,25,0,0,2,2,4,0,3,51.09,-0.49,3,4,1
255207,2552,-4,-4,0,0,1,2,6,-4,-4,37.04,-1.33,-4,-4,-4
255209,2552,0,-3,0,0,7,2,7,0,6,73.08,1.1,3,4,-3
255211,2552,15000,60,0,0,6,1,7,0,6,63.2,0.87,3,4,0
255213,2552,47000,55,0,0,6,2,2,1,8,55.58,0.81,3,3,1
255214,2552,12000,30,0,1,5,1,1,0,3,41.4,0.13,3,4,0
255215,2552,26000,40,0,0,3,1,1,-4,2,54.55,-0.16,4,4,1
255216,2552,25000,40,1,1,2,1,4,0,2,61.87,-0.66,4,4,0
255217,2552,1200,20,0,0,4,2,7,0,6,59.12,0.47,3,4,0
255218,2552,-4,-4,0,0,3,2,7,1,-4,58.21,0.02,-4,-4,-4
255219,2552,-8,-8,0,0,2,1,7,0,-8,62.66,0.43,-8,-8,-8
255220,2552,35000,-9,0,0,6,1,7,0,3,58.71,0.82,1,4,0
256103,2561,15000,-9,0,0,1,2,4,-4,3,46.92,-1.01,1,-9,1
256108,2561,26000,60,0,0,2,1,4,0,3,52.4,-0.89,3,4,1
256109,2561,0,-3,0,0,-4,-4,-4,-4,2,48.53,-4,4,4,-3
256110,2561,9000,40,0,0,-4,-4,-4,-4,3,41.84,-4,1,4,1
256111,2561,120000,32,0,0,6,2,2,-4,3,45.84,0.07,3,4,0
256118,2561,-4,-4,0,0,-4,-4,-4,-4,-4,48.62,-4,-4,-4,-4
256123,2561,-4,-4,0,0,5,1,4,1,-4,46.98,-0.34,-4,-4,-4
256124,2561,49000,50,0,0,5,2,3,0,6,55.57,0.34,3,3,1
256125,2561,30000,20,0,0,2,2,4,0,8,58.93,0.14,3,4,-3
256128,2561,35000,-7,0,0,-4,-4,-4,-4,6,55.66,-4,3,4,-7
256130,2561,19000,40,0,0,-4,-4,-4,-4,3,52.25,-4,1,4,0
256131,2561,160000,65,0,0,1,1,4,0,3,57.08,-0.26,3,4,0
256134,2561,20000,-9,0,0,-4,-4,-4,-4,4,43.48,-4,1,-9,1
256161,2561,30000,45,0,0,-8,-8,-8,-8,3,-8,-8,1,4,1
256201,2562,30000,-7,0,0,3,1,7,0,6,63.2,0.65,3,2,-7
256202,2562,30000,45,0,0,-4,-4,-4,-4,6,55.1,-4,3,4,1
256203,2562,-8,-8,0,0,5,1,7,0,-8,57.1,0.41,-8,-8,-8
256205,2562,85000,50,0,0,6,2,2,-7,6,56.94,1.33,3,2,1
256206,2562,-8,-8,0,1,4,1,7,1,-8,54.62,0.12,-8,-8,-8
256207,2562,12500,40,0,0,-4,-4,-4,-4,6,59.04,-4,1,4,0
256208,2562,105000,80,0,0,6,1,7,0,6,76.7,0.24,3,4,1
256210,2562,-4,-4,0,0,-4,-4,-4,-4,-4,49.42,-4,-4,-4,-4
256212,2562,75000,45,0,0,6,2,7,1,4,56.62,0.32,3,4,0
256213,2562,-4,-4,0,0,3,2,7,0,-4,51.48,0.24,-4,-4,-4
256214,2562,30000,40,0,0,4,2,3,1,4,47.14,0.06,1,3,1
256215,2562,0,-3,0,0,2,2,7,0,6,51.24,-0.92,1,4,-3
256216,2562,3000,40,1,1,3,1,7,0,3,47.74,0.73,1,4,-3
256218,2562,0,-3,0,0,-4,-4,-4,-4,6,66.41,-4,2,2,-3
256219,2562,18000,35,0,0,3,2,7,0,3,47.61,0.47,1,4,0
256220,2562,23000,-9,0,0,1,2,4,0,4,45.13,-0.18,1,4,0
256301,2563,-8,-8,0,0,1,2,4,0,-8,31.96,-1.52,-8,-8,-8
256302,2563,20000,40,0,0,3,1,5,1,3,42.13,-0.45,3,3,0
256303,2563,16000,25,0,0,5,1,7,1,4,58.65,0.09,3,4,0
256304,2563,0,-3,0,0,3,1,5,0,6,62.47,0.29,2,4,-3
256305,2563,42000,40,0,0,3,1,4,0,3,55.01,-0.02,3,4,0
256306,2563,16000,40,0,1,6,1,4,1,1,46.68,-0.58,4,4,0
256307,2563,30000,35,1,1,2,1,4,0,4,35.19,-0.69,3,4,0
256308,2563,-8,-8,0,0,3,2,4,-4,-8,41.16,0.23,-8,-8,-8
256309,2563,6000,50,0,1,1,1,5,-4,3,42.28,-1.1,3,4,0
256310,2563,0,-3,0,0,1,2,5,0,3,45.96,-1.43,3,4,-3
256311,2563,28000,40,0,0,1,1,4,0,4,50.87,-1.81,1,4,0
256312,2563,22000,38,0,0,1,2,4,0,4,44.21,-0.94,3,4,1
256313,2563,7000,18,0,0,2,2,4,0,5,42.54,-1.43,3,4,1
256314,2563,-4,-4,0,0,4,1,7,0,-4,54.86,0.52,-4,-4,-4
256315,2563,41000,-9,0,0,1,2,4,0,3,41.57,-1.16,3,-9,0
256316,2563,17000,30,0,0,1,2,5,-4,3,42.3,-1.77,3,4,0
256317,2563,70000,40,0,0,2,2,4,0,7,47.48,-0.82,2,4,1
256318,2563,19500,40,0,0,6,1,6,1,2,41.6,0.29,4,2,1
256319,2563,40000,75,1,1,2,1,5,0,2,39.99,-0.38,4,4,0
256320,2563,0,-3,0,0,6,2,4,0,10,59.09,0.61,3,4,1
256321,2563,-4,-4,0,0,4,2,4,0,-4,47.03,0.34,-4,-4,-4
256322,2563,0,20,0,0,4,1,4,0,3,47.71,-1.17,3,4,1
256323,2563,30000,60,0,0,5,2,4,0,6,36.97,-0.79,3,4,1
256324,2563,70000,40,0,0,1,1,4,0,4,57.84,-1.04,3,4,1
256325,2563,32000,40,0,0,2,2,5,0,6,27.33,-1.1,3,4,1
256326,2563,-4,-4,0,1,5,1,3,0,-4,39.96,-0.38,-4,-4,-4
256327,2563,2000,37,0,1,1,2,5,0,3,47.19,-0.85,3,4,1
256328,2563,-4,-4,0,0,1,2,4,0,-4,51.77,-0.96,-4,-4,-4
256330,2563,-4,-4,0,0,1,1,4,1,-4,38.14,-0.92,-4,-4,-4
256332,2563,105000,50,0,0,6,1,7,1,3,52.34,0.01,3,4,1
256333,2563,0,-3,0,1,2,2,4,0,3,30.27,-0.98,1,4,-3
256334,2563,-4,-4,0,0,1,1,5,0,-4,37.87,-1.44,-4,-4,-4
256361,2563,32000,40,0,0,-8,-8,-8,-8,3,-8,-8,1,4,1
256362,2563,15000,36,0,0,-8,-8,-8,-8,3,-8,-8,3,4,0
257101,2571,0,-3,0,0,4,2,7,0,5,36.16,0.27,3,4,-3
257104,2571,19000,40,0,0,2,2,7,1,2,44.6,-0.11,4,4,0
257105,2571,2000,25,0,0,4,2,7,0,5,62.87,0.49,3,4,0
257106,2571,42000,45,1,1,2,1,4,0,3,38.68,0.27,3,4,0
257107,2571,12000,30,0,0,2,1,7,0,4,60,-0.61,1,4,0
257108,2571,30000,30,0,0,2,2,7,0,5,40.26,-0.4,3,4,0
257109,2571,15000,25,0,0,7,1,7,0,6,64.09,1.22,1,4,0
257110,2571,3500,40,1,1,4,1,7,0,3,54.58,-0.02,1,4,-3
257113,2571,0,32,0,0,8,1,7,0,5,48.97,1.61,1,4,0
257114,2571,35000,40,0,0,-4,-4,-4,-4,3,44.57,-4,1,4,0
257115,2571,25000,38,0,0,5,2,7,0,5,52.75,0.37,3,4,0
257117,2571,42000,50,0,0,2,2,6,0,3,48.88,-0.32,3,4,0
257120,2571,37000,52,0,0,2,2,7,-4,6,58.47,-0.98,1,4,0
257123,2571,10000,20,0,0,-4,-4,-4,-4,8,51.38,-4,3,4,0
