STU_ID,SCH_ID,F3ERN2011,F3C02,F3EVRGED,F3EVERDO,BYMOTHED,BYS14,BYRACE,BYP61,F3ATTAINMENT,BYTXCSTD,BYSES1,F3JUNEDSTAT,F3REGION,F3B35
101101,1011,4000,-7,0,0,1,2,5,1,3,56.21,-0.25,3,1,-7
101102,1011,3000,20,0,0,5,2,2,0,10,57.66,0.58,3,1,-3
101104,1011,37000,50,0,0,2,2,7,0,6,66.5,-0.85,3,1,0
101105,1011,1500,25,0,0,2,2,3,-4,4,46.46,-0.8,2,1,1
101106,1011,48000,28,0,0,1,2,4,0,4,36.17,-1.41,1,1,1
101107,1011,35000,40,0,0,2,1,4,0,3,30.72,-1.07,3,1,1
101108,1011,17000,40,0,0,6,1,4,-7,4,45.46,0.27,3,1,0
101109,1011,68000,40,0,0,2,1,7,0,6,68.39,-0.16,3,1,1
101110,1011,-4,-4,0,0,2,1,4,0,-4,42.07,-1,-4,-4,-4
101111,1011,42000,40,0,0,1,1,3,-7,3,43.17,-1.22,1,1,1
101112,1011,18000,1,0,0,6,1,3,0,3,58.06,-0.18,3,1,0
101113,1011,0,-7,0,0,4,2,4,1,3,45.19,-0.03,2,1,-7
101114,1011,20000,-7,0,0,3,2,3,0,5,40.36,-0.8,3,3,-7
101115,1011,12000,28,0,0,2,1,2,0,5,53.03,-0.16,1,4,0
101116,1011,40000,50,0,0,7,1,2,-4,6,70.04,0.99,1,1,1
101117,1011,-4,-4,0,0,2,1,3,1,-4,31.93,0.22,-4,-4,-4
101118,1011,5500,45,0,0,2,2,3,0,3,33.08,0.06,1,1,1
101119,1011,-4,-4,0,0,1,2,4,-4,-4,57.17,-1.35,-4,-4,-4
101120,1011,1000,40,1,1,2,1,7,0,2,43.8,-0.57,4,1,0
101121,1011,50000,40,0,0,6,2,2,0,8,57.69,1.18,3,1,0
101122,1011,34000,35,0,0,3,1,4,0,5,45.95,-0.63,3,1,0
101123,1011,0,-7,0,0,1,1,4,0,3,46.84,-0.69,2,1,-7
101124,1011,-4,-4,0,0,2,1,5,0,-4,39.17,-0.69,-4,-4,-4
101125,1011,-4,-4,0,0,2,2,5,0,-4,40.7,-1.22,-4,-4,-4
101126,1011,7000,8,0,0,1,2,2,0,6,51.96,-0.64,3,1,0
101127,1011,65000,38,0,0,3,2,2,0,6,57.72,-0.12,3,1,1
101128,1011,-4,-4,0,0,1,1,2,0,-4,43.62,-1,-4,-4,-4
101129,1011,12000,16,0,0,4,1,7,0,8,71.11,0.26,1,1,0
101131,1011,9000,40,0,0,3,1,7,0,6,54.72,0.48,3,1,1
101132,1011,-4,-4,0,0,2,1,4,1,-4,42.19,-0.16,-4,-4,-4
101133,1011,-4,-4,0,0,2,1,4,0,-4,41.66,-1.16,-4,-4,-4
101201,1012,18000,40,0,0,4,1,7,0,3,50.57,-0.24,1,1,0
101203,1012,-8,-8,0,0,6,1,7,1,-8,56.21,0.05,-8,-8,-8
101207,1012,10000,32,0,0,2,1,7,0,4,51.31,-0.34,3,1,0
101209,1012,-8,-8,0,0,2,1,3,1,-8,44.29,-0.77,-8,-8,-8
101210,1012,45000,45,0,0,4,-9,7,1,8,66.52,0.37,3,1,0
101211,1012,14000,40,0,0,2,2,7,0,6,58.65,0.19,3,4,1
101212,1012,0,-3,0,0,2,1,6,1,2,50.11,0.09,4,1,-3
101214,1012,0,55,0,0,4,2,3,0,3,45.82,-0.48,3,1,0
101215,1012,-4,-4,0,0,2,1,3,1,-4,51.43,-0.43,-4,-4,-4
101217,1012,-4,-4,1,0,2,2,7,1,-4,36.06,-0.64,-4,-4,-4
101219,1012,26000,-7,0,0,4,2,7,0,4,35.89,0.05,-9,1,-7
101221,1012,29000,38,0,0,2,2,7,1,2,58.41,-0.93,4,1,0
101222,1012,0,-3,0,0,-4,-4,-4,-4,5,38.25,-4,3,1,-3
101223,1012,40000,75,0,0,2,2,3,1,3,48.48,-0.44,3,1,1
101226,1012,-4,-4,0,0,6,1,7,0,-4,56.59,1.13,-4,-4,-4
101227,1012,24000,20,1,1,2,1,7,-3,8,43.25,-0.58,3,1,1
102101,1021,32000,40,0,0,2,1,3,-4,3,48.25,-0.57,3,1,1
102103,1021,18000,-7,0,0,1,2,3,1,4,36.16,-0.12,2,1,-7
102104,1021,0,-3,0,0,3,1,3,1,3,51.13,0.21,1,1,-3
102105,1021,0,-7,0,0,2,1,3,0,2,33.17,-1.04,4,1,-7
102106,1021,25000,35,0,0,6,2,4,0,4,32.83,-0.24,3,1,0
102107,1021,0,-3,0,1,1,1,3,1,1,36.81,-1.52,4,1,-3
102108,1021,2500,90,0,0,2,1,5,1,3,40.78,-0.94,3,1,0
102109,1021,0,-3,0,0,3,2,3,0,3,31.53,-0.64,1,1,-3
102111,1021,8000,40,0,1,1,2,4,1,3,40.54,-1.45,3,1,1
102112,1021,30000,-7,0,0,4,1,3,1,4,31.94,0.63,2,1,-7
102113,1021,300,40,0,0,5,1,3,1,3,47.81,-0.34,3,1,-3
102116,1021,-4,-4,1,1,1,-9,5,-4,-4,33.48,-0.82,-4,-4,-4
102117,1021,35000,40,0,0,3,1,4,-9,3,43.67,-0.3,3,1,1
102118,1021,54000,70,0,0,3,1,4,1,3,37.51,-0.3,3,1,1
102120,1021,0,-3,0,0,4,2,3,1,6,37.12,0.55,2,1,1
102121,1021,22000,40,0,1,2,1,3,0,6,34.44,-0.02,2,1,0
102122,1021,4000,40,0,0,3,2,3,1,3,38.62,0.01,1,1,0
102162,1021,-4,-4,0,0,-8,-8,-8,-8,-4,-8,-8,-4,-4,-4
102163,1021,15000,40,0,0,-8,-8,-8,-8,2,-8,-8,4,1,1
102164,1021,8000,-7,0,0,-8,-8,-8,-8,4,-8,-8,3,1,-7
102201,1022,-4,-4,0,0,1,1,3,0,-4,48.51,-1.14,-4,-4,-4
102202,1022,8000,40,0,0,4,2,3,-7,4,27.13,0.51,3,1,0
102203,1022,42000,-9,0,0,2,2,2,0,5,47.22,-0.65,3,1,0
102204,1022,55000,50,0,0,2,2,2,0,8,66.11,0.53,3,1,0
102205,1022,-4,-4,0,0,4,1,3,-7,-4,46.86,0.09,-4,-4,-4
102206,1022,35000,-7,0,0,2,1,3,1,2,35.08,-0.76,4,1,-7
102207,1022,22000,45,0,1,2,1,4,0,4,44.54,-1.2,3,1,0
102208,1022,23000,80,0,0,5,1,2,0,6,58.09,0.61,3,1,0
102209,1022,60000,45,0,0,5,1,6,-7,6,53.96,0.09,3,1,0
102210,1022,26000,40,1,1,2,1,4,0,3,24.73,-0.99,3,1,0
102211,1022,40000,40,0,0,3,2,3,-7,3,39.97,0.6,3,1,0
102212,1022,20000,35,0,0,4,2,3,0,4,33.79,0.79,3,1,1
102213,1022,19000,30,0,0,6,1,4,-4,3,52.51,0.44,1,1,1
102214,1022,-4,-4,0,0,4,1,4,0,-4,44.2,-0.92,-4,-4,-4
102215,1022,30000,45,0,0,6,1,7,0,6,65.32,0.92,3,1,1
102216,1022,40000,36,0,0,2,2,2,-4,5,55.27,0.23,3,1,1
102217,1022,23000,45,0,0,2,2,2,0,6,45.44,0.55,3,1,1
102218,1022,0,-3,0,0,8,1,2,-7,3,37.1,1.41,3,1,0
102219,1022,70000,50,0,0,1,1,2,0,6,60.64,-0.91,3,1,1
102220,1022,-4,-4,0,0,4,1,4,0,-4,30.63,-1.17,-4,-4,-4
102221,1022,24000,-3,0,0,2,1,2,0,3,47.87,-0.14,2,1,-3
102222,1022,-4,-4,0,0,5,2,3,1,-4,36.28,-0.05,-4,-4,-4
102223,1022,7000,20,0,0,6,2,2,0,5,53.83,1.06,1,1,0
102224,1022,48000,50,0,0,4,1,2,-4,6,50,0.55,1,2,0
102226,1022,50000,40,0,0,2,1,2,-4,6,49.66,-0.78,3,1,1
102227,1022,21000,20,0,0,6,1,3,1,3,29.55,0.33,1,1,0
102228,1022,15000,40,0,0,5,2,4,0,3,39.64,-0.38,1,1,0
102232,1022,0,-7,0,0,2,2,2,0,3,52.56,0.15,3,3,-7
102233,1022,75000,-7,0,0,2,2,2,-4,6,45.09,-0.91,3,1,-7
102234,1022,16000,50,0,0,4,2,4,0,5,39.14,-0.65,1,1,0
102235,1022,-4,-4,0,0,2,1,2,0,-4,60.64,-0.3,-4,-4,-4
102261,1022,11000,20,0,0,-8,-8,-8,-8,6,-8,-8,3,1,0
103101,1031,42000,40,0,0,6,2,7,0,6,64.53,0.98,3,1,0
103102,1031,-4,-4,0,0,2,1,4,-9,-4,38.66,-1.11,-4,-4,-4
103103,1031,21000,40,0,0,8,1,5,0,3,45.24,0.13,2,1,1
103104,1031,54000,38,0,0,6,2,7,0,8,57.22,0.06,3,1,1
103107,1031,30000,45,0,1,2,1,3,1,1,44.79,0.52,4,1,0
103108,1031,80000,80,0,0,6,1,7,0,6,55.92,0.8,3,3,1
103109,1031,47000,40,0,0,6,2,7,0,8,54.82,0.59,3,1,0
103110,1031,-4,-4,0,0,3,2,7,0,-4,61.34,0.19,-4,-4,-4
103111,1031,48000,40,0,0,4,2,3,1,4,50.72,-0.41,3,1,0
103112,1031,-8,-8,0,0,1,1,4,0,-8,44.59,-0.47,-8,-8,-8
103114,1031,-4,-4,0,0,2,1,3,-4,-4,40.08,-0.96,-4,-4,-4
103115,1031,5000,50,0,0,1,2,5,1,6,48.57,-0.92,1,1,0
103116,1031,11000,15,0,0,3,2,3,1,8,51.98,0.14,3,1,0
103117,1031,40000,40,0,1,3,1,4,0,5,21.5,-1.02,3,1,1
103118,1031,55000,40,0,0,2,2,7,0,3,51,-0.77,3,1,0
103119,1031,-4,-4,0,1,2,1,4,0,-4,35.85,-0.35,-4,-4,-4
103122,1031,35000,35,0,0,6,2,7,-4,3,46.94,0.3,1,3,0
103124,1031,18000,40,0,0,2,2,3,0,4,37.56,-0.92,3,1,1
103125,1031,32000,40,0,0,1,2,4,1,3,37.17,-0.61,1,1,1
103126,1031,-8,-8,0,1,-4,-4,-4,-4,-8,40.55,-4,-8,-8,-8
103127,1031,28000,24,0,0,3,1,7,0,4,58.48,0.84,3,1,1
103128,1031,30000,55,0,0,1,1,4,-4,3,38.43,-0.68,3,1,0
103129,1031,25000,40,0,0,3,1,7,0,6,50.32,0.4,3,1,0
103161,1031,56000,48,0,0,-8,-8,-8,-8,3,-8,-8,1,1,0
103162,1031,15000,25,0,0,-8,-8,-8,-8,2,-8,-8,4,1,1
103203,1032,20000,50,0,0,1,2,5,1,5,42.99,-1.26,1,1,1
103204,1032,6000,40,0,0,2,2,7,0,6,42.08,-0.73,3,1,-3
103205,1032,24000,40,0,0,5,2,5,0,6,53.45,-0.02,3,1,1
103210,1032,0,25,0,0,2,2,2,-4,3,49.13,-0.07,2,1,1
103212,1032,18000,40,0,0,1,2,2,-7,4,37.74,-1.24,2,1,0
103213,1032,3000,-7,0,1,2,-8,-8,1,1,-8,-8,4,1,-7
103214,1032,-4,-4,0,0,3,1,3,-4,-4,42,-0.09,-4,-4,-4
103215,1032,-4,-4,0,0,5,1,3,-4,-4,56.66,-0.79,-4,-4,-4
103218,1032,-4,-4,0,1,2,1,5,-4,-4,38.92,-0.65,-4,-4,-4
103219,1032,1500,40,0,0,3,2,5,1,3,38.99,-0.47,1,1,0
103221,1032,-4,-4,0,0,5,2,3,0,-4,46.22,0.39,-4,-4,-4
103223,1032,25000,30,0,0,5,1,5,0,6,45.89,0.01,2,1,0
103225,1032,26000,40,0,0,5,1,7,0,3,61.79,0.53,3,1,0
103226,1032,27000,-7,0,0,1,2,5,-4,6,45.97,-1.35,3,1,-7
103229,1032,32000,-7,0,0,2,-8,-8,0,2,-8,-8,4,1,-7
103230,1032,35000,55,0,0,-4,-4,-4,-4,3,38.61,-4,3,1,1
103231,1032,30000,40,0,0,7,1,5,0,5,43,-0.13,1,1,0
103301,1033,-4,-4,0,0,1,1,7,0,-4,36.3,-0.97,-4,-4,-4
103302,1033,-8,-8,0,1,1,1,2,0,-8,48.9,-1.72,-8,-8,-8
103303,1033,30000,40,0,1,6,1,2,0,1,45.29,-0.18,4,1,1
103304,1033,1500,40,0,0,4,2,7,-4,3,50.18,0.37,1,-9,0
103305,1033,-4,-4,0,1,2,2,4,1,-4,44.33,-1.04,-4,-4,-4
103306,1033,40000,40,0,0,1,1,7,0,2,51.68,-0.89,4,1,1
103307,1033,-4,-4,0,0,5,1,2,-7,-4,42.68,-0.68,-4,-4,-4
103308,1033,47000,40,0,0,6,2,6,0,6,59.6,0.55,3,1,0
103309,1033,31000,-7,0,0,1,2,2,-4,6,49.8,-0.57,3,1,-7
103310,1033,-4,-4,0,1,2,1,7,1,-4,40.78,-0.42,-4,-4,-4
103312,1033,-8,-8,0,0,7,2,7,0,-8,52.81,1.19,-8,-8,-8
103313,1033,-4,-4,0,1,2,2,7,-7,-4,62.26,0,-4,-4,-4
103314,1033,13000,50,0,0,1,2,2,0,4,56.36,-1.42,1,1,0
103315,1033,35000,65,0,0,2,2,7,0,6,42.27,-0.56,3,1,0
103316,1033,18000,25,0,0,1,2,7,-7,3,52.88,-0.81,1,1,1
103317,1033,0,-3,0,0,2,1,2,1,6,63.98,-0.98,1,1,-3
103318,1033,37000,40,0,0,7,2,7,1,4,58.31,1.2,3,1,1
103319,1033,43000,40,0,0,1,1,2,0,5,39.24,-1.18,1,1,1
103320,1033,0,-3,0,0,2,2,4,0,3,43.03,-0.83,3,1,-3
103321,1033,-4,-4,0,0,4,2,7,0,-4,44.5,0.23,-4,-4,-4
103322,1033,27000,40,0,0,1,2,2,0,6,50.41,-0.4,3,1,1
103323,1033,38000,40,0,0,1,1,7,0,6,56.25,-1.01,1,1,1
103324,1033,19000,40,0,0,3,1,3,1,4,34.32,0.12,3,3,0
104101,1041,50000,50,0,0,5,2,7,1,6,62.58,0.85,3,1,0
104102,1041,18000,35,0,0,-4,-4,-4,-4,6,50.03,-4,1,3,0
104103,1041,10000,30,0,0,6,1,3,0,3,45.17,0.84,3,1,0
104104,1041,48000,40,0,0,8,2,7,0,6,55.12,1.8,3,1,0
104105,1041,-8,-8,0,0,6,1,2,1,-8,49.61,0.24,-8,-8,-8
104106,1041,0,-3,0,0,2,2,7,0,3,31.91,-0.5,3,1,-3
104107,1041,20000,40,0,0,3,1,7,0,7,60.04,0.52,1,1,1
104108,1041,62000,45,0,0,7,2,7,0,6,57.14,0.87,3,1,1
104109,1041,32000,-9,0,0,1,1,5,-7,3,27.49,-0.92,1,1,0
104110,1041,10000,20,0,0,6,1,7,0,5,60.99,0.7,3,1,0
104111,1041,32000,40,0,0,6,1,6,-3,6,61.96,0.37,3,1,1
104112,1041,5000,-9,0,0,7,1,7,0,3,57.43,1.39,1,1,1
104113,1041,46000,65,0,0,-4,-4,-4,-4,6,55.81,-4,3,1,0
104115,1041,9000,33,0,0,5,1,3,0,6,49.04,0.26,3,1,1
104116,1041,5500,18,0,0,4,1,3,0,6,48.19,-0.12,3,1,1
104117,1041,65000,-7,0,0,4,2,2,-7,10,70.4,1.17,3,1,-7
104118,1041,-4,-4,0,0,6,1,5,0,-4,54.21,0.65,-4,-4,-4
104119,1041,12000,35,0,0,2,1,7,0,3,60.25,0.55,3,1,1
104122,1041,300,40,0,0,8,1,4,1,3,41.2,1.49,3,1,0
104123,1041,7000,-7,0,0,5,2,3,0,4,41.72,0.9,1,1,-7
104124,1041,35000,42,0,0,-4,-4,-4,-4,10,63.45,-4,3,1,1
104201,1042,20000,52,0,0,8,1,3,1,3,53.08,0.89,1,3,0
104202,1042,56000,40,0,0,3,1,7,0,6,60.47,0.71,3,1,1
104203,1042,36000,70,0,0,6,1,6,0,3,55.92,0.3,1,1,1
104204,1042,53000,40,0,0,6,2,7,0,6,65.13,1.06,3,1,0
104205,1042,6000,15,0,0,3,1,7,1,6,52.78,-0.77,3,1,0
104206,1042,28000,40,0,0,5,1,7,0,5,55.13,0.9,1,1,0
104207,1042,0,-3,0,0,4,2,7,0,3,43.87,-0.03,3,3,0
104208,1042,63000,40,0,0,6,1,7,0,6,63.88,0.84,3,1,1
104209,1042,-4,-4,0,0,2,2,7,0,-4,64.66,0.83,-4,-4,-4
104211,1042,-4,-4,0,0,6,2,7,-7,-4,60.44,0.76,-4,-4,-4
104212,1042,25000,-7,0,0,2,2,7,0,3,44.07,-0.84,3,1,-7
104213,1042,250000,80,0,0,2,1,7,0,3,62.73,-0.03,3,1,0
104214,1042,28000,36,0,0,2,2,2,-7,6,61.88,0.04,3,1,1
104215,1042,35000,48,0,0,2,1,7,-4,4,43.53,-0.23,3,1,0
104216,1042,30000,30,0,0,6,1,7,0,6,52.58,1.06,3,1,0
104217,1042,30000,35,0,0,2,2,7,0,3,56.49,0.51,1,1,0
104218,1042,40000,45,1,1,1,2,6,0,3,53.29,-0.26,3,1,0
104220,1042,15000,36,0,0,6,2,7,1,8,56.57,0.63,3,1,1
104222,1042,0,6,0,0,6,1,2,0,3,58.32,1.06,1,1,1
104223,1042,80000,45,0,0,8,1,7,0,6,70.13,1.65,3,1,1
104224,1042,50000,40,0,0,6,1,7,0,2,48.3,0.86,4,1,1
104225,1042,70000,40,0,0,5,1,7,0,4,55.7,0.21,3,1,1
104228,1042,0,-3,0,0,5,2,7,0,8,52.87,0.69,3,4,-3
104231,1042,10000,16,0,0,3,2,7,1,5,54.69,-0.52,3,1,1
105101,1051,24000,35,0,0,2,2,7,-4,3,45.18,-0.59,3,1,1
105102,1051,21000,37,0,0,2,2,7,0,5,66.76,0.27,3,1,0
105103,1051,-4,-4,0,0,7,1,7,-7,-4,52.62,-0.05,-4,-4,-4
105104,1051,28000,-7,0,0,2,1,7,-7,2,53.47,-0.22,4,1,-7
105105,1051,-8,-8,0,0,6,1,7,0,-8,53.52,0.99,-8,-8,-8
105106,1051,10000,30,0,1,2,2,7,1,1,54.46,-0.28,4,1,0
105107,1051,35000,40,0,0,2,1,7,0,6,63.87,0.73,3,1,1
105108,1051,26000,40,0,1,3,1,6,-4,1,34.35,0.59,4,1,0
105109,1051,60000,50,0,0,2,1,7,-7,3,60.32,-0.76,3,1,0
105110,1051,-4,-4,0,0,2,1,7,1,-4,46.41,-0.65,-4,-4,-4
105111,1051,-4,-4,0,0,1,1,7,1,-4,43.09,-1.61,-4,-4,-4
105112,1051,38000,40,0,0,7,1,7,0,6,54.25,1.13,3,1,1
105113,1051,-4,-4,0,0,2,1,7,0,-4,41.45,-0.5,-4,-4,-4
105114,1051,3500,20,0,0,1,2,7,1,2,49.75,-0.93,4,1,0
105115,1051,65000,60,0,0,2,2,7,0,8,49.92,-0.25,3,2,0
105116,1051,21000,-7,0,0,4,1,7,0,6,44.81,0.55,3,1,-7
105117,1051,32000,-7,0,0,6,1,7,1,3,49.76,0.73,3,1,-7
105118,1051,2000,25,0,0,3,2,7,1,3,65.96,0.85,1,1,0
105119,1051,-4,-4,0,0,2,2,2,0,-4,62.2,-1,-4,-4,-4
105120,1051,0,-3,0,0,2,2,7,1,2,32.87,-0.01,4,1,0
105121,1051,26000,28,0,0,2,2,7,0,2,54.88,-0.65,4,1,1
105122,1051,0,-3,0,1,2,2,7,0,1,47.61,-0.81,4,1,-3
105123,1051,33000,42,0,0,3,1,7,1,6,52.43,0.34,3,1,1
105124,1051,18000,42,0,0,3,2,7,-9,2,43.07,0.57,4,1,0
105125,1051,0,-3,0,0,1,2,7,1,3,52.02,-1.37,3,1,-3
105126,1051,-4,-4,0,0,2,1,7,1,-4,51.2,0.03,-4,-4,-4
105127,1051,9000,30,0,0,2,2,7,1,5,41.91,-0.68,3,1,0
105128,1051,36000,40,0,0,6,2,7,0,4,55.05,0.57,1,1,1
105129,1051,50000,40,0,0,6,2,7,0,6,67.42,0.41,1,1,1
105130,1051,33000,45,0,0,2,2,7,0,5,54.64,-0.43,2,3,0
105132,1051,32000,65,0,0,2,1,7,1,3,56.49,-0.49,3,1,1
105133,1051,19000,36,0,1,1,2,7,0,1,37.99,-1.09,4,1,-9
105134,1051,38000,-7,1,1,2,2,6,-4,2,56.81,-0.9,4,1,-7
105161,1051,1200,30,0,0,-8,-8,-8,-8,3,-8,-8,1,4,-3
105201,1052,0,-3,0,0,2,2,7,0,3,48.36,-0.65,3,1,1
105202,1052,23000,60,0,0,2,2,7,0,6,50.16,-0.43,3,2,0
105205,1052,35000,32,0,0,2,2,7,0,4,53.94,-0.84,3,1,1
105207,1052,75000,40,0,0,2,2,7,0,2,37.46,-1.18,4,1,0
105208,1052,30000,42,0,0,-4,-4,-4,-4,6,56.42,-4,3,1,0
105209,1052,55000,50,0,0,2,1,7,0,3,49.99,-0.82,3,1,1
105211,1052,0,-3,0,0,7,2,7,0,8,58.74,1.07,1,1,-3
105213,1052,45000,30,0,0,6,2,4,1,6,41.93,-0.45,3,1,0
105216,1052,-4,-4,0,0,5,2,7,1,-4,46.98,-0.28,-4,-4,-4
105217,1052,44000,38,0,0,4,2,7,0,6,44.84,0.39,3,3,1
105218,1052,0,-3,0,0,2,2,7,1,5,45.08,-1.13,3,1,-3
105219,1052,-4,-4,0,0,3,1,7,0,-4,53.59,0.38,-4,-4,-4
105220,1052,47000,45,0,0,2,1,7,0,2,51.56,-0.58,4,1,0
105221,1052,11000,60,1,1,2,2,7,1,2,42.43,-0.83,4,1,0
105226,1052,30000,65,0,0,2,1,7,0,8,58.83,-0.68,3,3,0
105227,1052,20000,40,0,0,7,2,7,0,6,60,0.7,3,2,1
105228,1052,0,-3,0,0,4,2,7,1,2,42.52,-0.35,4,1,-3
106101,1061,40000,45,0,0,6,2,7,0,6,58.24,1.13,3,1,0
106102,1061,5000,40,0,0,6,2,7,0,10,53.39,0.74,3,1,0
106103,1061,7000,60,0,0,3,1,7,0,6,49.5,0.89,3,1,0
106104,1061,72000,40,0,0,6,2,7,0,8,61.92,0.63,3,1,0
106105,1061,3000,37,0,0,5,2,7,-7,4,42.91,-0.52,3,1,0
106106,1061,22000,30,0,0,1,2,6,1,2,44.93,-1.06,4,1,0
106107,1061,-4,-4,0,0,4,1,7,0,-4,44.82,0.09,-4,-4,-4
106108,1061,35000,40,0,0,2,2,7,-4,6,62.51,-0.23,3,1,0
106109,1061,22000,40,0,0,3,2,7,-7,4,44.1,-0.69,3,1,0
106110,1061,25000,60,0,0,5,2,7,0,3,35.18,0.55,3,1,1
106111,1061,8000,30,0,0,7,1,5,0,3,60.68,1.44,1,1,-3
106112,1061,37000,40,0,0,-4,-4,-4,-4,3,50.14,-4,3,1,1
106113,1061,48000,40,0,0,2,1,7,0,2,57.37,-0.37,4,1,1
106114,1061,38000,35,0,0,2,2,7,0,8,61.08,0.34,3,2,0
106115,1061,6000,60,0,0,6,1,7,0,8,66.58,0.64,3,3,1
106117,1061,39000,40,0,0,-4,-4,-4,-4,8,59.48,-4,3,1,0
106119,1061,-4,-4,0,0,2,2,7,0,-4,50.76,-0.27,-4,-4,-4
106122,1061,6000,-7,0,0,4,2,7,1,3,49.67,0.33,2,1,-7
106124,1061,35000,40,0,0,2,1,7,1,5,51.55,0.51,3,3,1
106125,1061,8000,25,0,0,5,2,7,-4,3,60.67,0.23,1,1,0
106126,1061,48000,42,0,0,2,2,7,0,6,50.53,-0.1,3,3,1
106127,1061,50000,40,0,0,3,2,7,0,6,58.01,0.35,3,1,1
106128,1061,37000,40,0,0,4,2,7,0,6,60.5,0.65,3,3,1
106129,1061,17000,25,0,0,6,2,7,0,8,68.33,0.21,1,3,0
106201,1062,-4,-4,0,0,6,1,7,1,-4,51.1,-0.04,-4,-4,-4
106202,1062,65000,40,0,0,2,1,7,0,6,61.15,-0.37,3,1,1
106203,1062,35000,40,0,0,5,2,7,0,4,59.11,0.19,3,1,0
106204,1062,60000,60,0,0,3,1,7,0,6,47.38,-0.26,3,2,1
106206,1062,52000,50,0,0,2,2,7,-4,8,58.02,-0.72,1,3,1
106207,1062,55000,45,0,0,2,1,7,1,6,53.68,-0.38,3,1,0
106208,1062,7000,22,0,0,3,1,7,-7,2,63.08,-0.67,4,1,0
106209,1062,70000,40,0,0,3,1,2,-7,3,60.37,0,3,1,1
106210,1062,36000,40,0,0,4,1,7,0,6,51.88,-0.6,3,1,1
106211,1062,35000,45,0,0,2,2,7,0,6,57.04,-0.59,3,1,0
106212,1062,65000,-7,0,0,2,1,6,1,2,48.29,-0.68,4,1,-7
106213,1062,36000,-9,0,0,2,2,7,0,6,59.79,-0.94,3,1,1
107101,1071,75000,50,0,0,2,2,7,0,6,62.55,-0.54,3,1,0
107102,1071,38000,60,0,0,2,1,7,0,10,61.99,0.39,3,1,1
107104,1071,38000,40,0,0,2,2,7,-7,5,38.25,-0.5,3,1,0
107105,1071,16000,40,0,0,2,1,7,1,4,53.15,-0.44,1,1,0
107106,1071,-4,-4,0,0,3,1,7,1,-4,46.08,-0.59,-4,-4,-4
107107,1071,-8,-8,0,0,7,1,7,0,-8,59.84,1.15,-8,-8,-8
107108,1071,13000,40,0,0,3,2,6,-4,2,43.31,-0.02,4,1,1
107109,1071,0,37,0,0,2,1,7,1,6,48.55,-0.57,3,1,0
107110,1071,3000,45,0,0,5,1,7,1,3,52.12,0.13,1,1,-3
107111,1071,700,32,1,1,5,2,7,1,2,50.74,-1.09,4,1,-3
107112,1071,-4,-4,0,0,3,2,7,0,-4,54.43,-0.25,-4,-4,-4
107113,1071,3000,15,0,0,4,2,7,1,3,47.22,-0.37,1,1,0
107114,1071,20000,40,0,0,2,2,7,0,4,26.68,-0.85,3,1,1
107115,1071,45000,36,0,0,2,1,7,0,5,49.69,-0.5,1,1,0
107116,1071,65000,45,0,0,7,2,2,1,6,56.72,-0.08,3,1,0
107117,1071,5000,15,0,0,5,2,7,1,2,46.7,0.63,4,1,0
107119,1071,7000,8,0,0,2,1,7,0,6,56,0.51,1,1,1
107120,1071,5000,-9,0,1,1,1,7,1,1,29.42,-1.29,4,1,0
107121,1071,-4,-4,0,0,4,1,6,0,-4,57.38,0.6,-4,-4,-4
107122,1071,0,-3,0,0,2,1,5,-4,2,44.69,-0.95,4,1,0
107123,1071,-4,-4,0,0,3,1,7,0,-4,67.12,0.27,-4,-4,-4
107124,1071,2500,35,0,0,2,1,7,0,6,56.28,0.37,1,1,0
107125,1071,45000,40,0,0,3,1,7,0,6,59.59,0.38,3,1,1
107126,1071,6000,40,0,0,2,1,7,0,2,27.99,-0.94,4,1,0
107127,1071,38000,-7,0,0,4,1,7,0,6,57.17,-0.6,3,1,-7
107128,1071,0,-3,0,0,4,2,7,0,8,52.25,0.31,3,1,-3
107129,1071,35000,40,0,0,6,1,7,1,6,64.86,0.37,3,2,0
107130,1071,90000,90,0,0,2,1,7,0,3,33.9,-0.23,3,1,0
107131,1071,-4,-4,0,0,2,1,7,0,-4,31.42,-0.51,-4,-4,-4
107132,1071,80000,50,0,0,2,1,7,0,3,46.45,-0.77,3,1,1
107201,1072,40000,30,0,0,2,-9,7,0,2,63.61,-0.54,4,1,1
107202,1072,-8,-8,0,0,2,1,7,0,-8,45.3,-0.88,-8,-8,-8
107203,1072,0,1,1,1,2,2,5,0,2,38.44,-0.76,4,1,0
107204,1072,30000,40,0,1,4,1,7,1,1,35.79,-0.8,4,1,0
107206,1072,7000,30,0,0,4,1,7,1,2,59.47,0.31,4,1,0
107207,1072,32000,40,0,0,2,2,7,0,4,50.67,0.01,3,3,1
107208,1072,-4,-4,0,0,3,1,5,0,-4,30.09,-0.18,-4,-4,-4
107209,1072,16000,37,0,0,4,2,7,0,2,35.77,0.92,4,1,0
107210,1072,-4,-4,0,0,2,1,7,0,-4,52.2,0,-4,-4,-4
107211,1072,10000,35,0,0,3,2,3,1,4,34.75,-0.48,3,1,0
107212,1072,21000,40,0,0,5,1,7,1,4,36.14,-0.8,3,1,1
107213,1072,70000,50,0,0,6,1,6,1,2,56.61,-0.58,4,1,1
107215,1072,18000,32,0,0,2,1,7,0,3,35.54,-0.58,3,1,0
