,STU_ID,SCH_ID,F3ERN2011,F3C02,F3EVRGED,F3EVERDO,BYMOTHED,BYS14,BYRACE,BYP61,F3ATTAINMENT,BYTXCSTD,BYSES1,F3JUNEDSTAT,F3REGION,F3B35,female,no_parent,moth_ed_1,moth_ed_2,moth_ed_3,moth_ed_4,moth_ed_5,moth_ed_6,moth_ed_7,moth_ed_8,region_1,region_2,region_3,region_4,high_school_grad,ged,BYRACE2,Other,Asian,Black,Hispanic,White,post_sec_edu,income_log
463,110120,1101,40000,40,0,0,6,2,7,0,6,69.63,0.53,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.59663473
465,110123,1101,25000,46,0,0,4,1,7,1,6,54.15,-0.31,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.1266311
468,110126,1101,32000,55,0,0,2,1,7,0,3,44.67,-0.48,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.37349118
469,110127,1101,32000,50,0,0,6,1,7,0,6,56.74,1.11,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.37349118
473,110201,1102,52000,40,0,0,6,1,7,0,8,50.18,0.67,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,6,10.858999
474,110202,1102,38000,40,0,0,3,1,7,0,6,61.11,-0.02,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.54534144
475,110203,1102,25000,40,0,0,4,1,7,0,6,46.82,-0.67,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.1266311
476,110204,1102,2000,15,0,0,6,1,2,0,10,57.24,1.06,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,8,7.60090246
479,110207,1102,46000,45,0,0,7,2,7,0,6,59.36,1.39,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.73639668
481,110210,1102,28000,42,0,0,2,2,7,0,6,55.89,-0.52,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.23995979
482,110211,1102,25000,40,0,0,4,2,7,0,6,42.19,0.36,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.1266311
483,110213,1102,14000,55,0,0,6,1,7,0,6,55.86,1.06,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.546812609
484,110214,1102,10000,25,0,0,5,2,7,0,3,52.3,0.21,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.210340372
485,110215,1102,23000,60,0,0,3,2,7,0,6,51.11,0.31,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.04324949
487,110219,1102,160000,45,0,0,6,1,7,0,10,56.6,1.29,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,8,11.98292909
494,110227,1102,3000,20,0,0,3,2,7,0,3,49.47,-0.04,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,8.006367568
495,110228,1102,25000,45,0,0,6,2,7,0,6,57.02,0.99,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.1266311
504,111113,1111,105000,18,0,0,4,2,6,0,3,47.23,0.33,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,11.56171563
511,111120,1111,20000,28,0,0,6,1,7,0,6,69.34,1.13,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.903487553
514,111124,1111,40000,40,0,0,2,2,4,1,6,54.35,-0.69,3,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,4,10.59663473
515,111125,1111,25000,35,0,0,3,2,5,0,6,48.41,0.7,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,4,10.1266311
516,111126,1111,40000,40,0,0,6,1,7,0,6,67.23,0.98,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.59663473
517,111128,1111,42000,40,0,0,6,1,7,0,6,59.74,1.29,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.6454249
526,111202,1112,41000,35,0,0,4,2,7,0,6,68.85,0.05,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.62132735
527,111203,1112,10000,30,0,0,5,1,7,0,6,63.42,-0.48,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.210340372
528,111204,1112,15000,50,0,0,3,2,7,1,4,41.28,-0.21,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,9.61580548
529,111206,1112,20000,40,0,0,3,2,7,0,3,55.2,0.01,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.903487553
531,111210,1112,22000,25,0,0,3,2,7,0,6,63.2,-0.29,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.998797732
532,111211,1112,32000,30,0,0,4,1,7,0,6,60.35,0.18,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.37349118
534,111214,1112,23000,40,0,0,5,2,7,1,3,58.16,0.94,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.04324949
539,111220,1112,38000,40,0,0,4,2,7,0,6,59.66,-0.43,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.54534144
542,112101,1121,19500,25,0,0,2,2,7,0,3,39.92,-0.68,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.878169745
544,112104,1121,6000,40,0,0,6,1,7,0,10,58.9,1.12,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,8,8.699514748
546,112106,1121,35000,80,0,0,3,1,7,0,3,46.7,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.46310334
548,112108,1121,30000,50,0,1,2,1,6,0,1,40.06,-1.07,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,10.30895266
552,112112,1121,28000,37,0,0,5,2,7,0,3,42.68,-0.09,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.23995979
555,112115,1121,60000,50,0,0,2,2,7,0,6,58.43,0.25,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.00209984
556,112116,1121,15000,60,0,0,6,2,7,0,3,48.99,0.48,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.61580548
564,112203,1122,65000,50,0,0,8,1,7,0,6,56.68,1.63,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,0,0,0,0,1,4,11.08214255
565,112206,1122,5000,30,0,0,7,2,7,1,8,60.46,1.22,3,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,6,8.517193191
567,112210,1122,41000,42,0,0,6,1,7,1,6,46.4,1.06,3,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.62132735
568,112211,1122,26000,40,0,0,5,2,7,0,6,63.41,0.63,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.16585182
572,112215,1122,105000,60,0,0,7,1,2,0,8,51.25,1.61,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,6,11.56171563
573,112216,1122,42000,45,0,0,6,2,7,0,7,59.72,0.98,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,5,10.6454249
576,112220,1122,2000,30,0,0,7,1,7,1,10,67.54,1.28,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,0,1,8,7.60090246
577,112221,1122,120000,40,0,0,3,1,6,1,10,64.83,0.56,3,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,8,11.69524702
584,112231,1122,35000,60,0,0,3,1,7,0,4,33.28,0.33,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,10.46310334
587,112234,1122,40000,40,0,0,5,1,2,0,6,67.51,0.15,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,4,10.59663473
589,113102,1131,75000,50,0,0,4,2,7,0,8,54.12,0.57,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,11.22524339
591,113105,1131,38000,30,0,0,7,2,7,0,8,52.87,0.53,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.54534144
592,113106,1131,36000,60,0,0,2,1,7,1,8,56.43,0.12,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.49127422
593,113107,1131,65000,38,0,0,3,2,7,0,6,57.33,-0.16,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.08214255
594,113109,1131,25000,28,0,0,4,2,7,0,6,50.34,-0.07,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.1266311
596,113111,1131,9000,40,1,1,6,2,7,1,3,43.2,0.1,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7,0,0,0,0,1,0,9.104979856
598,113113,1131,50000,45,0,0,6,1,5,1,6,63.36,0.4,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,0,1,0,4,10.81977828
602,113118,1131,20000,40,0,0,4,2,7,0,4,56.96,0.24,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,9.903487553
604,113120,1131,30000,30,0,0,4,2,7,0,6,57.07,0.75,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.30895266
605,113121,1131,20000,45,0,0,3,2,7,0,6,52.33,0.35,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.903487553
607,113126,1131,68000,45,0,0,7,1,2,0,6,49.88,1.29,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,4,11.12726298
608,113127,1131,38000,35,0,0,2,2,7,0,8,51.98,0.12,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.54534144
612,113132,1131,80000,40,0,0,3,2,7,0,6,42.03,0.14,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.28978191
613,113133,1131,2500,40,0,1,2,1,4,0,3,45.81,-0.43,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,7.824046011
614,113201,1132,35000,40,0,0,2,1,7,0,6,48.18,-0.09,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.46310334
625,113212,1132,24000,55,0,0,5,2,7,0,3,53.94,-0.02,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.08580911
629,113216,1132,38000,45,0,0,3,1,4,1,4,60.22,0.12,3,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,1,10.54534144
634,113221,1132,75000,40,0,0,7,2,7,1,6,71.66,0.98,3,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.22524339
635,113222,1132,27000,37,0,0,7,2,7,0,5,63.89,1.22,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,2,10.20359214
637,113225,1132,10000,40,1,1,2,1,2,0,2,40.33,-0.2,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,9.210340372
639,113227,1132,30000,60,0,0,2,1,3,0,4,39.56,-0.19,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,1,10.30895266
640,113228,1132,50000,40,0,0,7,2,6,0,8,42.19,0.56,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,6,10.81977828
644,113232,1132,27000,48,0,0,3,1,7,1,2,48.29,0.39,4,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.20359214
650,114102,1141,75000,40,0,0,6,1,7,0,6,62.16,0.77,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,11.22524339
655,114107,1141,24000,45,0,0,4,2,7,0,6,62.57,0.67,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.08580911
656,114108,1141,20000,35,0,0,6,1,7,0,6,53.82,0.76,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,9.903487553
657,114109,1141,30000,40,0,0,2,2,7,0,3,53.76,-0.18,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.30895266
660,114113,1141,12000,30,0,0,6,2,7,0,6,48.73,0.78,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.392661929
665,114118,1141,42000,50,0,0,4,1,7,0,3,49.62,0.18,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.6454249
668,114122,1141,55000,50,0,0,6,2,3,1,7,58.61,0.13,3,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,1,0,0,5,10.91508846
669,114123,1141,65000,50,0,0,8,1,7,0,3,46.6,0.46,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,0,0,0,0,1,0,11.08214255
670,114124,1141,21000,35,0,0,7,2,7,0,6,71.42,0.67,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.952277717
673,114127,1141,18000,40,0,0,6,2,7,0,6,61.89,0.25,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.798127037
675,114129,1141,28000,45,0,0,7,1,7,0,6,76.37,1.39,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.23995979
678,114202,1142,17000,20,0,0,3,2,7,0,7,45.36,0.27,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,5,9.740968623
680,114205,1142,50000,40,0,0,2,2,1,1,10,55.38,0.43,3,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,8,10.81977828
686,114211,1142,55000,20,0,0,5,2,7,1,3,47.73,-0.1,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.91508846
688,114213,1142,54000,50,0,0,6,1,7,0,6,61.28,0.98,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.89673933
692,114220,1142,45000,55,0,0,2,1,7,0,3,59.19,-0.43,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.71441777
693,114221,1142,35000,40,0,0,3,1,7,0,3,67.64,-0.48,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.46310334
694,114222,1142,40000,50,0,0,3,1,7,0,5,57.76,0.08,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,2,10.59663473
696,115101,1151,14000,30,0,0,3,1,7,1,2,39.21,0.69,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.546812609
697,115102,1151,30000,55,1,1,2,1,7,1,2,41.37,-0.29,4,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,1,0,10.30895266
699,115105,1151,20000,40,0,0,1,1,7,0,3,36.04,-0.57,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.903487553
700,115106,1151,16000,52,0,0,5,2,5,1,3,52.64,0.02,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,9.680344001
702,115108,1151,26000,55,0,0,5,2,7,1,6,55.37,0.11,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.16585182
706,115112,1151,13000,43,0,0,1,2,7,0,4,38.03,-0.9,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,9.472704636
707,115113,1151,9000,40,0,0,2,1,7,1,3,55.33,0.23,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.104979856
711,115117,1151,36000,44,0,0,4,1,7,0,4,38.12,-0.04,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,10.49127422
717,115125,1151,72000,25,0,0,3,1,7,0,8,46.49,0.39,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,6,11.1844214
720,115129,1151,19000,40,0,1,5,2,7,1,1,54.99,-0.4,4,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,9.852194258
721,115130,1151,10000,50,0,0,2,2,7,0,8,42.54,-0.15,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,9.210340372
724,115202,1152,15000,30,0,1,3,1,7,1,4,50.44,-0.86,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,1,9.61580548
729,115207,1152,9000,40,0,1,2,2,7,1,4,44.15,-0.77,3,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,1,9.104979856
730,115208,1152,58000,44,0,0,4,1,2,0,6,53.32,0.52,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,4,10.96819829
734,115212,1152,10000,35,0,0,4,1,7,1,3,56.74,0.02,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.210340372
735,115213,1152,42000,40,0,0,3,2,7,0,8,64.12,0.35,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.6454249
736,115214,1152,55000,45,0,0,4,1,7,0,8,68.37,-0.13,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.91508846
739,115217,1152,50000,70,0,0,2,2,7,0,6,66.35,-0.1,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.81977828
741,115219,1152,34000,40,0,0,2,2,7,0,4,51.55,-0.65,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,10.4341158
743,115221,1152,25000,40,0,0,2,1,7,0,6,63.61,-0.63,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.1266311
750,115230,1152,20000,30,0,0,2,1,7,1,3,58.72,-0.31,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.903487553
753,116104,1161,30000,40,0,0,5,1,7,1,3,49.47,-0.21,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.30895266
757,116109,1161,30000,52,0,0,2,1,4,0,2,48.87,-0.7,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,10.30895266
759,116113,1161,35000,50,0,0,4,1,7,0,3,45.58,0.25,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.46310334
760,116115,1161,16000,35,0,0,4,1,6,0,2,39.45,0.08,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,9.680344001
761,116116,1161,50000,45,0,0,2,1,7,0,2,38.12,0.72,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.81977828
762,116117,1161,32000,50,0,0,2,1,7,1,3,38.35,-0.03,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.37349118
765,116122,1161,25000,40,0,0,1,1,7,1,2,55.11,-0.62,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.1266311
766,116123,1161,10000,20,0,0,4,1,7,0,2,44.91,0.44,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.210340372
769,116202,1162,5000,30,0,0,4,2,7,0,6,39.95,0.08,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,8.517193191
778,116216,1162,50000,40,0,0,4,1,2,0,6,49.58,0.1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,4,10.81977828
779,116218,1162,6000,6,0,0,1,2,7,0,4,60.84,-0.66,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,8.699514748
780,116219,1162,50000,50,0,0,6,1,7,1,4,58.38,0.05,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,10.81977828
788,116233,1162,500,40,0,0,5,2,6,1,3,46.72,0.04,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,6.214608098
796,117120,1171,25000,40,0,0,2,2,7,0,2,41.56,-0.14,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.1266311
797,117121,1171,45000,40,0,0,4,2,7,0,6,60.37,0.27,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.71441777
798,117123,1171,60000,50,0,0,2,2,7,0,6,55.35,0.04,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.00209984
801,117204,1172,10000,35,0,0,3,1,7,0,6,54.29,0.15,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.210340372
803,117206,1172,12000,35,0,0,5,2,7,0,8,43.21,0.41,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,9.392661929
804,117207,1172,20000,60,0,0,7,1,7,0,8,58.4,1.39,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,6,9.903487553
805,117208,1172,52000,50,0,0,2,1,7,0,3,60.65,0.34,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.858999
806,117209,1172,29000,40,0,0,2,2,6,1,3,57.46,-0.69,3,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,10.27505111
809,117213,1172,65000,40,0,0,5,1,7,0,3,62.46,-0.13,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,11.08214255
812,117216,1172,1500,40,0,0,6,2,7,0,5,50.55,0.67,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,2,7.313220387
815,117221,1172,50000,40,0,0,6,2,7,0,3,49.12,0.86,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.81977828
816,117222,1172,75000,52,0,0,6,2,7,0,6,53.62,0.96,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.22524339
818,118104,1181,30000,40,0,0,7,2,7,0,6,50.31,0.63,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.30895266
819,118105,1181,21000,45,1,1,2,1,7,0,2,44.54,0.14,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,1,0,9.952277717
820,118106,1181,44000,35,0,0,2,2,7,0,8,52.21,-0.09,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.69194491
821,118108,1181,43000,40,0,0,2,1,7,0,3,58.66,0.39,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.66895539
822,118112,1181,16000,35,0,0,3,2,7,0,4,56.06,0.4,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,9.680344001
825,118122,1181,17000,40,0,0,6,1,2,0,2,37.56,1.22,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,9.740968623
831,118204,1182,45000,40,0,0,8,1,7,1,6,66.2,1.04,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7,0,0,0,0,1,4,10.71441777
833,118206,1182,20000,40,0,0,3,1,7,0,2,43.63,0.05,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.903487553
834,118207,1182,105000,50,0,0,1,1,7,0,2,60.36,-0.47,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,11.56171563
835,118208,1182,34000,33,0,0,2,2,7,1,3,45.67,-0.49,3,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.4341158
837,118210,1182,20000,35,0,1,1,1,7,1,1,41.77,-0.84,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,9.903487553
839,118212,1182,11000,40,1,1,6,1,7,1,2,51.45,-0.21,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,7,0,0,0,0,1,0,9.305650552
