STU_ID,SCH_ID,F3ERN2011,F3C02,BYTXCSTD,BYSES1,female,no_parent,moth_ed_1,moth_ed_2,moth_ed_3,moth_ed_4,moth_ed_5,moth_ed_6,moth_ed_7,moth_ed_8,region_1,region_2,region_3,region_4,high_school_grad,ged,Other,Asian,Black,Hispanic,White,post_sec_edu,income_log
108221,1082,53000,38,62.31,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,10.87804719
108227,1082,41000,50,59.35,0.45,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10.62132735
108228,1082,45000,25,69.31,0.83,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,8,10.71441777
109103,1091,25000,38,58.12,1.09,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.1266311
109105,1091,42000,40,49.11,0.31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,10.6454249
109119,1091,24000,25,59.67,0.72,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,4,10.08580911
109121,1091,65000,40,50.94,0.64,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,11.08214255
109122,1091,49000,50,47.81,-0.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.79957558
109124,1091,58000,40,63.42,1.04,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,10.96819829
109125,1091,12500,40,58.56,-0.61,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,8,9.433483923
109128,1091,40000,43,54.26,-0.66,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,10.59663473
109210,1092,25000,40,63.04,0.11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.1266311
109211,1092,20000,40,56.6,0.58,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,9.903487553
109213,1092,10000,40,58.61,0.43,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,9.210340372
109214,1092,70000,40,61.78,0.53,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,4,11.15625052
109216,1092,30000,60,55.43,0.01,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10.30895266
109218,1092,60000,42,62.83,-0.41,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,11.00209984
109220,1092,19500,40,55.03,1.24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,4,9.878169745
109227,1092,15000,30,61.52,-0.52,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,9.61580548
109232,1092,75000,65,47.09,-0.01,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,11.22524339
110102,1101,35000,40,45.52,0.17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10.46310334
110104,1101,30000,90,71.17,-0.24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,10.30895266
110108,1101,42000,45,63.64,0.94,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.6454249
110109,1101,35000,32,61.72,-0.4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,10.46310334
110116,1101,37000,40,60.25,0.71,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10.51867319
110118,1101,40000,40,51.28,0.14,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,10.59663473
110119,1101,38000,40,61.17,0.18,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,10.54534144
110120,1101,40000,40,69.63,0.53,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.59663473
110123,1101,25000,46,54.15,-0.31,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.1266311
110126,1101,32000,55,44.67,-0.48,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10.37349118
110127,1101,32000,50,56.74,1.11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10.37349118
110201,1102,52000,40,50.18,0.67,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,6,10.858999
110202,1102,38000,40,61.11,-0.02,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.54534144
110203,1102,25000,40,46.82,-0.67,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.1266311
110204,1102,2000,15,57.24,1.06,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,8,7.60090246
110207,1102,46000,45,59.36,1.39,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4,10.73639668
110210,1102,28000,42,55.89,-0.52,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.23995979
110211,1102,25000,40,42.19,0.36,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.1266311
110213,1102,14000,55,55.86,1.06,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,9.546812609
110214,1102,10000,25,52.3,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,9.210340372
110215,1102,23000,60,51.11,0.31,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,10.04324949
110219,1102,160000,45,56.6,1.29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,8,11.98292909
110227,1102,3000,20,49.47,-0.04,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,8.006367568
110228,1102,25000,45,57.02,0.99,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,10.1266311
111113,1111,105000,18,47.23,0.33,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,11.56171563
111120,1111,20000,28,69.34,1.13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,9.903487553
111124,1111,40000,40,54.35,-0.69,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,10.59663473
